gc.id	chrom	start	end	strand	assembly
GRCh38:chr19:+:10600428:10600428	chr19	10600428	10600428	+	:assembly/GRCh38
GRCh38:chr19:+:11144072:11144072	chr19	11144072	11144072	+	:assembly/GRCh38
GRCh38:chr19:+:11891693:11891693	chr19	11891693	11891693	+	:assembly/GRCh38
GRCh38:chr19:+:12996344:12996344	chr19	12996344	12996344	+	:assembly/GRCh38
GRCh38:chr19:+:15355236:15355236	chr19	15355236	15355236	+	:assembly/GRCh38
GRCh38:chr19:+:15536102:15536102	chr19	15536102	15536102	+	:assembly/GRCh38
GRCh38:chr19:+:18246636:18246636	chr19	18246636	18246636	+	:assembly/GRCh38
GRCh38:chr19:+:22574583:22574583	chr19	22574583	22574583	+	:assembly/GRCh38
GRCh38:chr19:+:35504236:35504236	chr19	35504236	35504236	+	:assembly/GRCh38
GRCh38:chr19:+:35624949:35624949	chr19	35624949	35624949	+	:assembly/GRCh38
GRCh38:chr19:+:38867022:38867022	chr19	38867022	38867022	+	:assembly/GRCh38
GRCh38:chr19:+:40421454:40421454	chr19	40421454	40421454	+	:assembly/GRCh38
GRCh38:chr19:+:40873684:40873684	chr19	40873684	40873684	+	:assembly/GRCh38
GRCh38:chr19:+:41183182:41183182	chr19	41183182	41183182	+	:assembly/GRCh38
GRCh38:chr19:+:43258734:43258734	chr19	43258734	43258734	+	:assembly/GRCh38
GRCh38:chr19:+:45324013:45324013	chr19	45324013	45324013	+	:assembly/GRCh38
GRCh38:chr19:+:45852115:45852115	chr19	45852115	45852115	+	:assembly/GRCh38
GRCh38:chr19:+:47575341:47575341	chr19	47575341	47575341	+	:assembly/GRCh38
GRCh38:chr19:+:47575370:47575370	chr19	47575370	47575370	+	:assembly/GRCh38
GRCh38:chr19:+:48202596:48202596	chr19	48202596	48202596	+	:assembly/GRCh38
GRCh38:chr19:+:49637375:49637375	chr19	49637375	49637375	+	:assembly/GRCh38
GRCh38:chr19:+:50100464:50100464	chr19	50100464	50100464	+	:assembly/GRCh38
GRCh38:chr19:+:50919042:50919042	chr19	50919042	50919042	+	:assembly/GRCh38
GRCh38:chr19:+:51527323:51527323	chr19	51527323	51527323	+	:assembly/GRCh38
GRCh38:chr19:+:51629364:51629364	chr19	51629364	51629364	+	:assembly/GRCh38
GRCh38:chr19:+:52579395:52579395	chr19	52579395	52579395	+	:assembly/GRCh38
GRCh38:chr19:+:53762460:53762460	chr19	53762460	53762460	+	:assembly/GRCh38
GRCh38:chr19:+:53994247:53994247	chr19	53994247	53994247	+	:assembly/GRCh38
GRCh38:chr19:+:54310777:54310777	chr19	54310777	54310777	+	:assembly/GRCh38
GRCh38:chr19:+:54711412:54711412	chr19	54711412	54711412	+	:assembly/GRCh38
GRCh38:chr19:+:54967286:54967286	chr19	54967286	54967286	+	:assembly/GRCh38
GRCh38:chr19:+:55086196:55086196	chr19	55086196	55086196	+	:assembly/GRCh38
GRCh38:chr19:+:55739559:55739559	chr19	55739559	55739559	+	:assembly/GRCh38
GRCh38:chr19:+:56162828:56162828	chr19	56162828	56162828	+	:assembly/GRCh38
GRCh38:chr19:+:56952782:56952782	chr19	56952782	56952782	+	:assembly/GRCh38
GRCh38:chr2:+:1500454:1500454	chr2	1500454	1500454	+	:assembly/GRCh38
GRCh38:chr2:+:16082407:16082407	chr2	16082407	16082407	+	:assembly/GRCh38
GRCh38:chr2:+:27534810:27534810	chr2	27534810	27534810	+	:assembly/GRCh38
GRCh38:chr2:+:54587572:54587572	chr2	54587572	54587572	+	:assembly/GRCh38
GRCh38:chr2:+:73227597:73227597	chr2	73227597	73227597	+	:assembly/GRCh38
GRCh38:chr2:+:79349198:79349198	chr2	79349198	79349198	+	:assembly/GRCh38
GRCh38:chr2:+:79385817:79385817	chr2	79385817	79385817	+	:assembly/GRCh38
GRCh38:chr2:+:95691572:95691572	chr2	95691572	95691572	+	:assembly/GRCh38
GRCh38:chr2:+:128459121:128459121	chr2	128459121	128459121	+	:assembly/GRCh38
GRCh38:chr2:+:141751573:141751573	chr2	141751573	141751573	+	:assembly/GRCh38
GRCh38:chr2:+:141751663:141751663	chr2	141751663	141751663	+	:assembly/GRCh38
GRCh38:chr2:+:158851750:158851750	chr2	158851750	158851750	+	:assembly/GRCh38
GRCh38:chr2:+:176945475:176945475	chr2	176945475	176945475	+	:assembly/GRCh38
GRCh38:chr2:+:187605158:187605158	chr2	187605158	187605158	+	:assembly/GRCh38
GRCh38:chr2:+:188331666:188331666	chr2	188331666	188331666	+	:assembly/GRCh38
GRCh38:chr2:+:189858985:189858985	chr2	189858985	189858985	+	:assembly/GRCh38
GRCh38:chr2:+:198351813:198351813	chr2	198351813	198351813	+	:assembly/GRCh38
GRCh38:chr2:+:207825661:207825661	chr2	207825661	207825661	+	:assembly/GRCh38
GRCh38:chr2:+:230253014:230253014	chr2	230253014	230253014	+	:assembly/GRCh38
GRCh38:chr2:+:233677171:233677171	chr2	233677171	233677171	+	:assembly/GRCh38
GRCh38:chr2:+:240982003:240982003	chr2	240982003	240982003	+	:assembly/GRCh38
GRCh38:chr2:+:241662022:241662022	chr2	241662022	241662022	+	:assembly/GRCh38
GRCh38:chr2:+:241969833:241969833	chr2	241969833	241969833	+	:assembly/GRCh38
GRCh38:chr20:+:853710:853710	chr20	853710	853710	+	:assembly/GRCh38
GRCh38:chr20:+:2320540:2320540	chr20	2320540	2320540	+	:assembly/GRCh38
GRCh38:chr20:+:20348928:20348928	chr20	20348928	20348928	+	:assembly/GRCh38
GRCh38:chr20:+:30607207:30607207	chr20	30607207	30607207	+	:assembly/GRCh38
GRCh38:chr20:+:32699902:32699902	chr20	32699902	32699902	+	:assembly/GRCh38
GRCh38:chr20:+:33875395:33875395	chr20	33875395	33875395	+	:assembly/GRCh38
GRCh38:chr20:+:37555402:37555402	chr20	37555402	37555402	+	:assembly/GRCh38
GRCh38:chr20:+:42196316:42196316	chr20	42196316	42196316	+	:assembly/GRCh38
GRCh38:chr20:+:49571739:49571739	chr20	49571739	49571739	+	:assembly/GRCh38
GRCh38:chr20:+:55758951:55758951	chr20	55758951	55758951	+	:assembly/GRCh38
GRCh38:chr20:+:60883515:60883515	chr20	60883515	60883515	+	:assembly/GRCh38
GRCh38:chr20:+:60905664:60905664	chr20	60905664	60905664	+	:assembly/GRCh38
GRCh38:chr20:+:60991911:60991911	chr20	60991911	60991911	+	:assembly/GRCh38
GRCh38:chr20:+:61950839:61950839	chr20	61950839	61950839	+	:assembly/GRCh38
GRCh38:chr20:+:62737553:62737553	chr20	62737553	62737553	+	:assembly/GRCh38
GRCh38:chr21:+:37442450:37442450	chr21	37442450	37442450	+	:assembly/GRCh38
GRCh38:chr21:+:45713038:45713038	chr21	45713038	45713038	+	:assembly/GRCh38
GRCh38:chr22:+:16287439:16287439	chr22	16287439	16287439	+	:assembly/GRCh38
GRCh38:chr22:+:17072855:17072855	chr22	17072855	17072855	+	:assembly/GRCh38
GRCh38:chr22:+:17288812:17288812	chr22	17288812	17288812	+	:assembly/GRCh38
GRCh38:chr22:+:17288960:17288960	chr22	17288960	17288960	+	:assembly/GRCh38
GRCh38:chr22:+:24181164:24181164	chr22	24181164	24181164	+	:assembly/GRCh38
GRCh38:chr22:+:24717573:24717573	chr22	24717573	24717573	+	:assembly/GRCh38
GRCh38:chr22:+:29707513:29707513	chr22	29707513	29707513	+	:assembly/GRCh38
GRCh38:chr22:+:31487823:31487823	chr22	31487823	31487823	+	:assembly/GRCh38
GRCh38:chr22:+:32021785:32021785	chr22	32021785	32021785	+	:assembly/GRCh38
GRCh38:chr22:+:38044382:38044382	chr22	38044382	38044382	+	:assembly/GRCh38
GRCh38:chr22:+:38161765:38161765	chr22	38161765	38161765	+	:assembly/GRCh38
GRCh38:chr22:+:45121152:45121152	chr22	45121152	45121152	+	:assembly/GRCh38
GRCh38:chr3:+:9991857:9991857	chr3	9991857	9991857	+	:assembly/GRCh38
GRCh38:chr3:+:10122824:10122824	chr3	10122824	10122824	+	:assembly/GRCh38
GRCh38:chr3:+:14199948:14199948	chr3	14199948	14199948	+	:assembly/GRCh38
GRCh38:chr3:+:40519494:40519494	chr3	40519494	40519494	+	:assembly/GRCh38
GRCh38:chr3:+:47459915:47459915	chr3	47459915	47459915	+	:assembly/GRCh38
GRCh38:chr3:+:49699822:49699822	chr3	49699822	49699822	+	:assembly/GRCh38
GRCh38:chr3:+:52393370:52393370	chr3	52393370	52393370	+	:assembly/GRCh38
GRCh38:chr3:+:52415830:52415830	chr3	52415830	52415830	+	:assembly/GRCh38
GRCh38:chr3:+:52696148:52696148	chr3	52696148	52696148	+	:assembly/GRCh38
GRCh38:chr3:+:52820328:52820328	chr3	52820328	52820328	+	:assembly/GRCh38
GRCh38:chr3:+:57294666:57294666	chr3	57294666	57294666	+	:assembly/GRCh38
GRCh38:chr3:+:100009441:100009441	chr3	100009441	100009441	+	:assembly/GRCh38
GRCh38:chr3:+:101484144:101484144	chr3	101484144	101484144	+	:assembly/GRCh38
GRCh38:chr3:+:126207057:126207057	chr3	126207057	126207057	+	:assembly/GRCh38
GRCh38:chr3:+:139244743:139244743	chr3	139244743	139244743	+	:assembly/GRCh38
GRCh38:chr3:+:140185517:140185517	chr3	140185517	140185517	+	:assembly/GRCh38
GRCh38:chr3:+:143691263:143691263	chr3	143691263	143691263	+	:assembly/GRCh38
GRCh38:chr3:+:145878701:145878701	chr3	145878701	145878701	+	:assembly/GRCh38
GRCh38:chr3:+:154146629:154146629	chr3	154146629	154146629	+	:assembly/GRCh38
GRCh38:chr3:+:165491204:165491204	chr3	165491204	165491204	+	:assembly/GRCh38
GRCh38:chr3:+:180370000:180370000	chr3	180370000	180370000	+	:assembly/GRCh38
GRCh38:chr3:+:195505859:195505859	chr3	195505859	195505859	+	:assembly/GRCh38
GRCh38:chr3:+:195511945:195511945	chr3	195511945	195511945	+	:assembly/GRCh38
GRCh38:chr3:+:195513515:195513515	chr3	195513515	195513515	+	:assembly/GRCh38
GRCh38:chr4:+:1719891:1719891	chr4	1719891	1719891	+	:assembly/GRCh38
GRCh38:chr4:+:1719912:1719912	chr4	1719912	1719912	+	:assembly/GRCh38
GRCh38:chr4:+:1808988:1808988	chr4	1808988	1808988	+	:assembly/GRCh38
GRCh38:chr4:+:3447052:3447052	chr4	3447052	3447052	+	:assembly/GRCh38
GRCh38:chr4:+:3491483:3491483	chr4	3491483	3491483	+	:assembly/GRCh38
GRCh38:chr4:+:8417530:8417530	chr4	8417530	8417530	+	:assembly/GRCh38
GRCh38:chr4:+:22749173:22749173	chr4	22749173	22749173	+	:assembly/GRCh38
GRCh38:chr4:+:66535423:66535423	chr4	66535423	66535423	+	:assembly/GRCh38
GRCh38:chr4:+:82366727:82366727	chr4	82366727	82366727	+	:assembly/GRCh38
GRCh38:chr4:+:85707132:85707132	chr4	85707132	85707132	+	:assembly/GRCh38
GRCh38:chr4:+:103970081:103970081	chr4	103970081	103970081	+	:assembly/GRCh38
GRCh38:chr4:+:104511020:104511020	chr4	104511020	104511020	+	:assembly/GRCh38
GRCh38:chr4:+:107845301:107845301	chr4	107845301	107845301	+	:assembly/GRCh38
GRCh38:chr4:+:134084364:134084364	chr4	134084364	134084364	+	:assembly/GRCh38
GRCh38:chr4:+:174242777:174242777	chr4	174242777	174242777	+	:assembly/GRCh38
GRCh38:chr4:+:178262665:178262665	chr4	178262665	178262665	+	:assembly/GRCh38
GRCh38:chr5:+:5464173:5464173	chr5	5464173	5464173	+	:assembly/GRCh38
GRCh38:chr5:+:9224935:9224935	chr5	9224935	9224935	+	:assembly/GRCh38
GRCh38:chr5:+:14461158:14461158	chr5	14461158	14461158	+	:assembly/GRCh38
GRCh38:chr5:+:16701205:16701205	chr5	16701205	16701205	+	:assembly/GRCh38
GRCh38:chr5:+:19721538:19721538	chr5	19721538	19721538	+	:assembly/GRCh38
GRCh38:chr5:+:21975377:21975377	chr5	21975377	21975377	+	:assembly/GRCh38
GRCh38:chr5:+:26881369:26881369	chr5	26881369	26881369	+	:assembly/GRCh38
GRCh38:chr5:+:32712132:32712132	chr5	32712132	32712132	+	:assembly/GRCh38
GRCh38:chr5:+:33954600:33954600	chr5	33954600	33954600	+	:assembly/GRCh38
GRCh38:chr5:+:41850164:41850164	chr5	41850164	41850164	+	:assembly/GRCh38
GRCh38:chr5:+:41850165:41850165	chr5	41850165	41850165	+	:assembly/GRCh38
GRCh38:chr5:+:72351896:72351896	chr5	72351896	72351896	+	:assembly/GRCh38
GRCh38:chr5:+:86672224:86672224	chr5	86672224	86672224	+	:assembly/GRCh38
GRCh38:chr5:+:112162827:112162827	chr5	112162827	112162827	+	:assembly/GRCh38
GRCh38:chr5:+:112363016:112363016	chr5	112363016	112363016	+	:assembly/GRCh38
GRCh38:chr5:+:121409737:121409737	chr5	121409737	121409737	+	:assembly/GRCh38
GRCh38:chr5:+:137910934:137910934	chr5	137910934	137910934	+	:assembly/GRCh38
GRCh38:chr5:+:139218212:139218212	chr5	139218212	139218212	+	:assembly/GRCh38
GRCh38:chr5:+:140084141:140084141	chr5	140084141	140084141	+	:assembly/GRCh38
GRCh38:chr5:+:159399008:159399008	chr5	159399008	159399008	+	:assembly/GRCh38
GRCh38:chr5:+:162868280:162868280	chr5	162868280	162868280	+	:assembly/GRCh38
GRCh38:chr5:+:162887741:162887741	chr5	162887741	162887741	+	:assembly/GRCh38
GRCh38:chr5:+:167919787:167919787	chr5	167919787	167919787	+	:assembly/GRCh38
GRCh38:chr5:+:169020467:169020467	chr5	169020467	169020467	+	:assembly/GRCh38
GRCh38:chr5:+:180045913:180045913	chr5	180045913	180045913	+	:assembly/GRCh38
GRCh38:chr5:+:180057610:180057610	chr5	180057610	180057610	+	:assembly/GRCh38
GRCh38:chr5:+:180631970:180631970	chr5	180631970	180631970	+	:assembly/GRCh38
GRCh38:chr6:+:13615798:13615798	chr6	13615798	13615798	+	:assembly/GRCh38
GRCh38:chr6:+:27215551:27215551	chr6	27215551	27215551	+	:assembly/GRCh38
GRCh38:chr6:+:28543358:28543358	chr6	28543358	28543358	+	:assembly/GRCh38
GRCh38:chr6:+:32029492:32029492	chr6	32029492	32029492	+	:assembly/GRCh38
GRCh38:chr6:+:32157652:32157652	chr6	32157652	32157652	+	:assembly/GRCh38
GRCh38:chr6:+:44198335:44198335	chr6	44198335	44198335	+	:assembly/GRCh38
GRCh38:chr6:+:56481250:56481250	chr6	56481250	56481250	+	:assembly/GRCh38
GRCh38:chr6:+:66054071:66054071	chr6	66054071	66054071	+	:assembly/GRCh38
GRCh38:chr6:+:106968160:106968160	chr6	106968160	106968160	+	:assembly/GRCh38
GRCh38:chr6:+:111695347:111695347	chr6	111695347	111695347	+	:assembly/GRCh38
GRCh38:chr6:+:117591812:117591812	chr6	117591812	117591812	+	:assembly/GRCh38
GRCh38:chr6:+:118886705:118886705	chr6	118886705	118886705	+	:assembly/GRCh38
GRCh38:chr6:+:149887573:149887573	chr6	149887573	149887573	+	:assembly/GRCh38
GRCh38:chr6:+:152716775:152716775	chr6	152716775	152716775	+	:assembly/GRCh38
GRCh38:chr6:+:160328063:160328063	chr6	160328063	160328063	+	:assembly/GRCh38
GRCh38:chr7:+:1510216:1510216	chr7	1510216	1510216	+	:assembly/GRCh38
GRCh38:chr7:+:2984070:2984070	chr7	2984070	2984070	+	:assembly/GRCh38
GRCh38:chr7:+:15725629:15725629	chr7	15725629	15725629	+	:assembly/GRCh38
GRCh38:chr7:+:20725434:20725434	chr7	20725434	20725434	+	:assembly/GRCh38
GRCh38:chr7:+:31887626:31887626	chr7	31887626	31887626	+	:assembly/GRCh38
GRCh38:chr7:+:39991265:39991265	chr7	39991265	39991265	+	:assembly/GRCh38
GRCh38:chr7:+:44556456:44556456	chr7	44556456	44556456	+	:assembly/GRCh38
GRCh38:chr7:+:45649981:45649981	chr7	45649981	45649981	+	:assembly/GRCh38
GRCh38:chr7:+:69364363:69364363	chr7	69364363	69364363	+	:assembly/GRCh38
GRCh38:chr7:+:70255662:70255662	chr7	70255662	70255662	+	:assembly/GRCh38
GRCh38:chr7:+:71488736:71488736	chr7	71488736	71488736	+	:assembly/GRCh38
GRCh38:chr7:+:73038547:73038547	chr7	73038547	73038547	+	:assembly/GRCh38
GRCh38:chr7:+:73500134:73500134	chr7	73500134	73500134	+	:assembly/GRCh38
GRCh38:chr7:+:75615330:75615330	chr7	75615330	75615330	+	:assembly/GRCh38
GRCh38:chr7:+:83590897:83590897	chr7	83590897	83590897	+	:assembly/GRCh38
GRCh38:chr7:+:99802662:99802662	chr7	99802662	99802662	+	:assembly/GRCh38
GRCh38:chr7:+:100420268:100420268	chr7	100420268	100420268	+	:assembly/GRCh38
GRCh38:chr7:+:100818027:100818027	chr7	100818027	100818027	+	:assembly/GRCh38
GRCh38:chr7:+:111398729:111398729	chr7	111398729	111398729	+	:assembly/GRCh38
GRCh38:chr7:+:138424302:138424302	chr7	138424302	138424302	+	:assembly/GRCh38
GRCh38:chr7:+:144101773:144101773	chr7	144101773	144101773	+	:assembly/GRCh38
GRCh38:chr7:+:149525762:149525762	chr7	149525762	149525762	+	:assembly/GRCh38
GRCh38:chr7:+:150174233:150174233	chr7	150174233	150174233	+	:assembly/GRCh38
GRCh38:chr7:+:150839305:150839305	chr7	150839305	150839305	+	:assembly/GRCh38
GRCh38:chr7:+:155251324:155251324	chr7	155251324	155251324	+	:assembly/GRCh38
GRCh38:chr8:+:3015437:3015437	chr8	3015437	3015437	+	:assembly/GRCh38
GRCh38:chr8:+:17872255:17872255	chr8	17872255	17872255	+	:assembly/GRCh38
GRCh38:chr8:+:48648045:48648045	chr8	48648045	48648045	+	:assembly/GRCh38
GRCh38:chr8:+:77765201:77765201	chr8	77765201	77765201	+	:assembly/GRCh38
GRCh38:chr8:+:103311725:103311725	chr8	103311725	103311725	+	:assembly/GRCh38
GRCh38:chr8:+:103341409:103341409	chr8	103341409	103341409	+	:assembly/GRCh38
GRCh38:chr8:+:120429192:120429192	chr8	120429192	120429192	+	:assembly/GRCh38
GRCh38:chr8:+:122626752:122626752	chr8	122626752	122626752	+	:assembly/GRCh38
GRCh38:chr8:+:122641115:122641115	chr8	122641115	122641115	+	:assembly/GRCh38
GRCh38:chr8:+:133806763:133806763	chr8	133806763	133806763	+	:assembly/GRCh38
GRCh38:chr8:+:140630643:140630643	chr8	140630643	140630643	+	:assembly/GRCh38
GRCh38:chr8:+:144462267:144462267	chr8	144462267	144462267	+	:assembly/GRCh38
GRCh38:chr8:+:144523122:144523122	chr8	144523122	144523122	+	:assembly/GRCh38
GRCh38:chr8:+:144773874:144773874	chr8	144773874	144773874	+	:assembly/GRCh38
GRCh38:chr8:+:144897446:144897446	chr8	144897446	144897446	+	:assembly/GRCh38
GRCh38:chr8:+:145000009:145000009	chr8	145000009	145000009	+	:assembly/GRCh38
GRCh38:chr9:+:20885197:20885197	chr9	20885197	20885197	+	:assembly/GRCh38
GRCh38:chr9:+:33351733:33351733	chr9	33351733	33351733	+	:assembly/GRCh38
GRCh38:chr9:+:79634574:79634574	chr9	79634574	79634574	+	:assembly/GRCh38
GRCh38:chr9:+:86530349:86530349	chr9	86530349	86530349	+	:assembly/GRCh38
GRCh38:chr9:+:89561177:89561177	chr9	89561177	89561177	+	:assembly/GRCh38
GRCh38:chr9:+:94488925:94488925	chr9	94488925	94488925	+	:assembly/GRCh38
GRCh38:chr9:+:119413935:119413935	chr9	119413935	119413935	+	:assembly/GRCh38
GRCh38:chr9:+:119858431:119858431	chr9	119858431	119858431	+	:assembly/GRCh38
GRCh38:chr9:+:127644196:127644196	chr9	127644196	127644196	+	:assembly/GRCh38
GRCh38:chr9:+:130928579:130928579	chr9	130928579	130928579	+	:assembly/GRCh38
GRCh38:chr9:+:131353822:131353822	chr9	131353822	131353822	+	:assembly/GRCh38
GRCh38:chr9:+:132377837:132377837	chr9	132377837	132377837	+	:assembly/GRCh38
GRCh38:chr9:+:132625509:132625509	chr9	132625509	132625509	+	:assembly/GRCh38
GRCh38:chr9:+:139935544:139935544	chr9	139935544	139935544	+	:assembly/GRCh38
GRCh38:chr9:+:140079464:140079464	chr9	140079464	140079464	+	:assembly/GRCh38
GRCh38:chr9:+:140350921:140350921	chr9	140350921	140350921	+	:assembly/GRCh38
GRCh38:chrX:+:14910994:14910994	chrX	14910994	14910994	+	:assembly/GRCh38
GRCh38:chrX:+:16627721:16627721	chrX	16627721	16627721	+	:assembly/GRCh38
GRCh38:chrX:+:16711499:16711499	chrX	16711499	16711499	+	:assembly/GRCh38
GRCh38:chrX:+:47435551:47435551	chrX	47435551	47435551	+	:assembly/GRCh38
GRCh38:chrX:+:48923328:48923328	chrX	48923328	48923328	+	:assembly/GRCh38
GRCh38:chrX:+:63411216:63411216	chrX	63411216	63411216	+	:assembly/GRCh38
GRCh38:chrX:+:66766214:66766214	chrX	66766214	66766214	+	:assembly/GRCh38
GRCh38:chrX:+:67718915:67718915	chrX	67718915	67718915	+	:assembly/GRCh38
GRCh38:chrX:+:70345918:70345918	chrX	70345918	70345918	+	:assembly/GRCh38
GRCh38:chrX:+:75649533:75649533	chrX	75649533	75649533	+	:assembly/GRCh38
GRCh38:chrX:+:90690940:90690940	chrX	90690940	90690940	+	:assembly/GRCh38
GRCh38:chrX:+:101912882:101912882	chrX	101912882	101912882	+	:assembly/GRCh38
GRCh38:chrX:+:102004593:102004593	chrX	102004593	102004593	+	:assembly/GRCh38
GRCh38:chrX:+:106242929:106242929	chrX	106242929	106242929	+	:assembly/GRCh38
GRCh38:chrX:+:107381409:107381409	chrX	107381409	107381409	+	:assembly/GRCh38
GRCh38:chrX:+:110366507:110366507	chrX	110366507	110366507	+	:assembly/GRCh38
GRCh38:chrX:+:110574261:110574261	chrX	110574261	110574261	+	:assembly/GRCh38
GRCh38:chrX:+:111155699:111155699	chrX	111155699	111155699	+	:assembly/GRCh38
GRCh38:chrX:+:117959993:117959993	chrX	117959993	117959993	+	:assembly/GRCh38
GRCh38:chrX:+:119589404:119589404	chrX	119589404	119589404	+	:assembly/GRCh38
GRCh38:chrX:+:135430610:135430610	chrX	135430610	135430610	+	:assembly/GRCh38
GRCh38:chrX:+:135430880:135430880	chrX	135430880	135430880	+	:assembly/GRCh38
GRCh38:chrX:+:135631029:135631029	chrX	135631029	135631029	+	:assembly/GRCh38
GRCh38:chrX:+:152914884:152914884	chrX	152914884	152914884	+	:assembly/GRCh38
GRCh38:chrX:+:152914885:152914885	chrX	152914885	152914885	+	:assembly/GRCh38
GRCh38:chr1:+:17264920:17264920	chr1	17264920	17264920	+	:assembly/GRCh38
GRCh38:chr1:+:26448616:26448616	chr1	26448616	26448616	+	:assembly/GRCh38
GRCh38:chr1:+:26662629:26662629	chr1	26662629	26662629	+	:assembly/GRCh38
GRCh38:chr1:+:26671719:26671719	chr1	26671719	26671719	+	:assembly/GRCh38
GRCh38:chr1:+:27992956:27992956	chr1	27992956	27992956	+	:assembly/GRCh38
GRCh38:chr1:+:29609324:29609324	chr1	29609324	29609324	+	:assembly/GRCh38
GRCh38:chr1:+:35365799:35365799	chr1	35365799	35365799	+	:assembly/GRCh38
GRCh38:chr1:+:43738403:43738403	chr1	43738403	43738403	+	:assembly/GRCh38
GRCh38:chr1:+:43770539:43770539	chr1	43770539	43770539	+	:assembly/GRCh38
GRCh38:chr1:+:47571897:47571897	chr1	47571897	47571897	+	:assembly/GRCh38
GRCh38:chr1:+:74930421:74930421	chr1	74930421	74930421	+	:assembly/GRCh38
GRCh38:chr1:+:118454676:118454676	chr1	118454676	118454676	+	:assembly/GRCh38
GRCh38:chr1:+:144931461:144931461	chr1	144931461	144931461	+	:assembly/GRCh38
GRCh38:chr1:+:145354389:145354389	chr1	145354389	145354389	+	:assembly/GRCh38
GRCh38:chr1:+:154705558:154705558	chr1	154705558	154705558	+	:assembly/GRCh38
GRCh38:chr1:+:156823903:156823903	chr1	156823903	156823903	+	:assembly/GRCh38
GRCh38:chr1:+:157490262:157490262	chr1	157490262	157490262	+	:assembly/GRCh38
GRCh38:chr1:+:158617364:158617364	chr1	158617364	158617364	+	:assembly/GRCh38
GRCh38:chr1:+:158632602:158632602	chr1	158632602	158632602	+	:assembly/GRCh38
GRCh38:chr1:+:158725486:158725486	chr1	158725486	158725486	+	:assembly/GRCh38
GRCh38:chr1:+:167904989:167904989	chr1	167904989	167904989	+	:assembly/GRCh38
GRCh38:chr1:+:171605514:171605514	chr1	171605514	171605514	+	:assembly/GRCh38
GRCh38:chr1:+:175375615:175375615	chr1	175375615	175375615	+	:assembly/GRCh38
GRCh38:chr1:+:175957457:175957457	chr1	175957457	175957457	+	:assembly/GRCh38
GRCh38:chr1:+:176054916:176054916	chr1	176054916	176054916	+	:assembly/GRCh38
GRCh38:chr1:+:185956660:185956660	chr1	185956660	185956660	+	:assembly/GRCh38
GRCh38:chr1:+:230807272:230807272	chr1	230807272	230807272	+	:assembly/GRCh38
GRCh38:chr1:+:248039577:248039577	chr1	248039577	248039577	+	:assembly/GRCh38
GRCh38:chr1:+:248201701:248201701	chr1	248201701	248201701	+	:assembly/GRCh38
GRCh38:chr1:+:248262891:248262891	chr1	248262891	248262891	+	:assembly/GRCh38
GRCh38:chr10:+:29779847:29779847	chr10	29779847	29779847	+	:assembly/GRCh38
GRCh38:chr10:+:44052488:44052488	chr10	44052488	44052488	+	:assembly/GRCh38
GRCh38:chr10:+:49658410:49658410	chr10	49658410	49658410	+	:assembly/GRCh38
GRCh38:chr10:+:94693927:94693927	chr10	94693927	94693927	+	:assembly/GRCh38
GRCh38:chr10:+:102052826:102052826	chr10	102052826	102052826	+	:assembly/GRCh38
GRCh38:chr10:+:114200435:114200435	chr10	114200435	114200435	+	:assembly/GRCh38
GRCh38:chr11:+:299453:299453	chr11	299453	299453	+	:assembly/GRCh38
GRCh38:chr11:+:986856:986856	chr11	986856	986856	+	:assembly/GRCh38
GRCh38:chr11:+:1093831:1093831	chr11	1093831	1093831	+	:assembly/GRCh38
GRCh38:chr11:+:1248917:1248917	chr11	1248917	1248917	+	:assembly/GRCh38
GRCh38:chr11:+:19961245:19961245	chr11	19961245	19961245	+	:assembly/GRCh38
GRCh38:chr11:+:20622795:20622795	chr11	20622795	20622795	+	:assembly/GRCh38
GRCh38:chr11:+:47195016:47195016	chr11	47195016	47195016	+	:assembly/GRCh38
GRCh38:chr11:+:55606511:55606511	chr11	55606511	55606511	+	:assembly/GRCh38
GRCh38:chr11:+:56230749:56230749	chr11	56230749	56230749	+	:assembly/GRCh38
GRCh38:chr11:+:56468315:56468315	chr11	56468315	56468315	+	:assembly/GRCh38
GRCh38:chr11:+:56511070:56511070	chr11	56511070	56511070	+	:assembly/GRCh38
GRCh38:chr11:+:59211270:59211270	chr11	59211270	59211270	+	:assembly/GRCh38
GRCh38:chr11:+:62439569:62439569	chr11	62439569	62439569	+	:assembly/GRCh38
GRCh38:chr11:+:64594247:64594247	chr11	64594247	64594247	+	:assembly/GRCh38
GRCh38:chr11:+:65380582:65380582	chr11	65380582	65380582	+	:assembly/GRCh38
GRCh38:chr11:+:65545931:65545931	chr11	65545931	65545931	+	:assembly/GRCh38
GRCh38:chr11:+:85459460:85459460	chr11	85459460	85459460	+	:assembly/GRCh38
GRCh38:chr11:+:86518902:86518902	chr11	86518902	86518902	+	:assembly/GRCh38
GRCh38:chr11:+:94923078:94923078	chr11	94923078	94923078	+	:assembly/GRCh38
GRCh38:chr11:+:101833099:101833099	chr11	101833099	101833099	+	:assembly/GRCh38
GRCh38:chr11:+:106579373:106579373	chr11	106579373	106579373	+	:assembly/GRCh38
GRCh38:chr11:+:116692055:116692055	chr11	116692055	116692055	+	:assembly/GRCh38
GRCh38:chr11:+:123847606:123847606	chr11	123847606	123847606	+	:assembly/GRCh38
